from,to,season,weight
Gudjohnsen,Edmilson,2006/2007,2
Gudjohnsen,Edmilson,2007/2008,1
Gudjohnsen,Ezquerro,2007/2008,8
Gudjohnsen,Giovano,2007/2008,16
Gudjohnsen,Giuly,2006/2007,4
Gudjohnsen,Henry,2007/2008,16
Gudjohnsen,Henry,2008/2009,47
Gudjohnsen,Hleb,2008/2009,8
Gudjohnsen,Iniesta,2006/2007,16
Gudjohnsen,Iniesta,2007/2008,25
Gudjohnsen,Iniesta,2008/2009,36
Gudjohnsen,Kéita,2008/2009,1
Gudjohnsen,Marquez,2006/2007,2
Gudjohnsen,Marquez,2007/2008,7
Gudjohnsen,Marquez,2008/2009,13
Gudjohnsen,Messi,2006/2007,14
Gudjohnsen,Messi,2007/2008,21
Gudjohnsen,Messi,2008/2009,44
Gudjohnsen,Milito,2007/2008,15
Gudjohnsen,Motta,2006/2007,2
Gudjohnsen,Oleguer,2007/2008,2
Gudjohnsen,Pedro,2008/2009,1
Gudjohnsen,Pique,2008/2009,6
Gudjohnsen,Puyol,2006/2007,1
Gudjohnsen,Puyol,2007/2008,21
Gudjohnsen,Puyol,2008/2009,11
Gudjohnsen,Ronaldinho,2006/2007,25
Gudjohnsen,Ronaldinho,2007/2008,6
Gudjohnsen,Samuel Eto''o Fils,2006/2007,10
Gudjohnsen,Samuel Eto''o Fils,2007/2008,19
Gudjohnsen,Samuel Eto''o Fils,2008/2009,22
Gudjohnsen,Sylvinho,2006/2007,6
Gudjohnsen,Sylvinho,2007/2008,11
Gudjohnsen,Sylvinho,2008/2009,13
Gudjohnsen,Thuram,2006/2007,1
Gudjohnsen,Thuram,2007/2008,6
Gudjohnsen,Toure,2007/2008,15
Gudjohnsen,Toure,2008/2009,19
Gudjohnsen,Valdes,2006/2007,1
Gudjohnsen,Valdes,2008/2009,1
Gudjohnsen,Xavi,2006/2007,10
Gudjohnsen,Xavi,2007/2008,40
Gudjohnsen,Xavi,2008/2009,27
Gudjohnsen,Zambrotta,2006/2007,3
Gudjohnsen,Zambrotta,2007/2008,13
Gudjohnsen,van Bronckhorst,2006/2007,1
Gumbau,Adriano,2015/2016,4
Gumbau,Bartra,2015/2016,3
Gumbau,Bravo,2015/2016,1
Gumbau,Dani Alves,2015/2016,1
Gumbau,Douglas,2015/2016,1
Gumbau,Ivan Rakitić,2015/2016,1
Gumbau,Mathieu,2015/2016,1
Gumbau,Neymar,2015/2016,2
Gumbau,Pique,2015/2016,2
Gumbau,Sergi Roberto,2015/2016,3
Gumbau,Suarez,2015/2016,1
Henry,Abidal,2007/2008,75
Henry,Abidal,2008/2009,74
Henry,Abidal,2009/2010,27
Henry,Bojan,2007/2008,35
Henry,Bojan,2008/2009,12
Henry,Bojan,2009/2010,14
Henry,Busquets,2008/2009,29
Henry,Busquets,2009/2010,24
Henry,Caceres,2008/2009,2
Henry,Chygrynskiy,2009/2010,4
Henry,Dani Alves,2008/2009,21
Henry,Dani Alves,2009/2010,10
Henry,Deco,2007/2008,58
Henry,Edmilson,2007/2008,5
Henry,Giovano,2007/2008,29
Henry,Gudjohnsen,2007/2008,23
Henry,Gudjohnsen,2008/2009,31
Henry,Hleb,2008/2009,6
Henry,Iniesta,2007/2008,51
Henry,Iniesta,2008/2009,70
Henry,Iniesta,2009/2010,49
Henry,Jeffren,2009/2010,2
Henry,Kéita,2008/2009,38
Henry,Kéita,2009/2010,37
Henry,Marquez,2007/2008,6
Henry,Marquez,2008/2009,4
Henry,Marquez,2009/2010,2
Henry,Maxwell,2009/2010,36
Henry,Messi,2007/2008,72
Henry,Messi,2008/2009,89
Henry,Messi,2009/2010,37
Henry,Milito,2007/2008,5
Henry,Oleguer,2007/2008,10
Henry,Pedro,2008/2009,1
Henry,Pedro,2009/2010,8
Henry,Pinto,2007/2008,2
Henry,Pique,2008/2009,5
Henry,Pique,2009/2010,2
Henry,Puyol,2007/2008,5
Henry,Puyol,2008/2009,30
Henry,Puyol,2009/2010,7
Henry,Ronaldinho,2007/2008,25
Henry,Samuel Eto''o Fils,2007/2008,26
Henry,Samuel Eto''o Fils,2008/2009,114
Henry,Sylvinho,2007/2008,18
Henry,Sylvinho,2008/2009,28
Henry,Thuram,2007/2008,1
Henry,Toure,2007/2008,19
Henry,Toure,2008/2009,20
Henry,Toure,2009/2010,12
Henry,Valdes,2007/2008,1
Henry,Valdes,2008/2009,2
Henry,Victor Sanchez,2008/2009,1
Henry,Xavi,2007/2008,46
Henry,Xavi,2008/2009,80
Henry,Xavi,2009/2010,44
Henry,Zambrotta,2007/2008,8
Henry,Zlatan Ibrahimović,2009/2010,48
Hleb,Abidal,2008/2009,9
Hleb,Bojan,2008/2009,8
Hleb,Busquets,2008/2009,2
Hleb,Caceres,2008/2009,1
Hleb,Dani Alves,2008/2009,24
Hleb,Gudjohnsen,2008/2009,2
Hleb,Henry,2008/2009,12
Hleb,Iniesta,2008/2009,4
Hleb,Kéita,2008/2009,12
Hleb,Marquez,2008/2009,2
Hleb,Messi,2008/2009,25
Hleb,Pique,2008/2009,1
Hleb,Samuel Eto''o Fils,2008/2009,12
Hleb,Sylvinho,2008/2009,2
Hleb,Toure,2008/2009,4
Hleb,Victor Sanchez,2008/2009,1
Hleb,Xavi,2008/2009,44
Iniesta,Abella,2004/2005,12
Iniesta,Abidal,2007/2008,138
Iniesta,Abidal,2008/2009,123
Iniesta,Abidal,2009/2010,71
Iniesta,Abidal,2010/2011,124
Iniesta,Abidal,2011/2012,77
Iniesta,Adriano,2010/2011,114
Iniesta,Adriano,2011/2012,81
Iniesta,Adriano,2012/2013,32
Iniesta,Adriano,2013/2014,176
Iniesta,Adriano,2014/2015,8
Iniesta,Adriano,2015/2016,16
Iniesta,Afellay,2010/2011,20
Iniesta,Alba,2012/2013,353
Iniesta,Alba,2013/2014,80
Iniesta,Alba,2014/2015,269
Iniesta,Alba,2015/2016,333
Iniesta,Alexis,2011/2012,100
Iniesta,Alexis,2012/2013,75
Iniesta,Alexis,2013/2014,65
Iniesta,Arda,2015/2016,22
Iniesta,Bartra,2012/2013,7
Iniesta,Bartra,2013/2014,37
Iniesta,Bartra,2014/2015,8
Iniesta,Bartra,2015/2016,5
Iniesta,Belletti,2004/2005,21
Iniesta,Belletti,2005/2006,23
Iniesta,Belletti,2006/2007,13
Iniesta,Bojan,2007/2008,44
Iniesta,Bojan,2008/2009,13
Iniesta,Bojan,2009/2010,29
Iniesta,Bojan,2010/2011,38
Iniesta,Bravo,2014/2015,5
Iniesta,Bravo,2015/2016,8
Iniesta,Busquets,2008/2009,59
Iniesta,Busquets,2009/2010,132
Iniesta,Busquets,2010/2011,205
Iniesta,Busquets,2011/2012,114
Iniesta,Busquets,2012/2013,165
Iniesta,Busquets,2013/2014,185
Iniesta,Busquets,2014/2015,148
Iniesta,Busquets,2015/2016,196
Iniesta,Caceres,2008/2009,10
Iniesta,Chygrynskiy,2009/2010,13
Iniesta,Cuenca,2011/2012,43
Iniesta,Dani Alves,2008/2009,83
Iniesta,Dani Alves,2009/2010,89
Iniesta,Dani Alves,2010/2011,196
Iniesta,Dani Alves,2011/2012,53
Iniesta,Dani Alves,2012/2013,55
Iniesta,Dani Alves,2013/2014,90
Iniesta,Dani Alves,2014/2015,76
Iniesta,Dani Alves,2015/2016,107
Iniesta,Deco,2004/2005,41
Iniesta,Deco,2005/2006,58
Iniesta,Deco,2006/2007,199
Iniesta,Deco,2007/2008,103
Iniesta,Edmilson,2005/2006,30
Iniesta,Edmilson,2006/2007,47
Iniesta,Edmilson,2007/2008,19
Iniesta,Ezquerro,2005/2006,2
Iniesta,Ezquerro,2007/2008,3
Iniesta,Fabregas,2011/2012,153
Iniesta,Fabregas,2012/2013,188
Iniesta,Fabregas,2013/2014,170
Iniesta,Fontas,2010/2011,11
Iniesta,Gabri,2005/2006,5
Iniesta,Giovano,2007/2008,37
Iniesta,Giuly,2004/2005,8
Iniesta,Giuly,2005/2006,22
Iniesta,Giuly,2006/2007,32
Iniesta,Gudjohnsen,2006/2007,26
Iniesta,Gudjohnsen,2007/2008,25
Iniesta,Gudjohnsen,2008/2009,28
Iniesta,Henry,2007/2008,111
Iniesta,Henry,2008/2009,110
Iniesta,Henry,2009/2010,94
Iniesta,Hleb,2008/2009,6
Iniesta,Ivan Rakitić,2014/2015,59
Iniesta,Ivan Rakitić,2015/2016,95
Iniesta,Jeffren,2009/2010,11
Iniesta,Jeffren,2010/2011,1
Iniesta,Jonathan dos Santos,2011/2012,1
Iniesta,Jonathan dos Santos,2013/2014,2
Iniesta,Kéita,2008/2009,80
Iniesta,Kéita,2009/2010,95
Iniesta,Kéita,2010/2011,91
Iniesta,Kéita,2011/2012,42
Iniesta,Larsson,2004/2005,1
Iniesta,Larsson,2005/2006,19
Iniesta,Marquez,2004/2005,23
Iniesta,Marquez,2005/2006,27
Iniesta,Marquez,2006/2007,64
Iniesta,Marquez,2007/2008,50
Iniesta,Marquez,2008/2009,42
Iniesta,Marquez,2009/2010,25
Iniesta,Mascherano,2010/2011,96
Iniesta,Mascherano,2011/2012,32
Iniesta,Mascherano,2012/2013,30
Iniesta,Mascherano,2013/2014,38
Iniesta,Mascherano,2014/2015,72
Iniesta,Mascherano,2015/2016,92
Iniesta,Mathieu,2014/2015,72
Iniesta,Mathieu,2015/2016,43
Iniesta,Maxi Lopez,2004/2005,5
Iniesta,Maxwell,2009/2010,99
Iniesta,Maxwell,2010/2011,178
Iniesta,Maxwell,2011/2012,22
Iniesta,Messi,2004/2005,2
Iniesta,Messi,2005/2006,21
Iniesta,Messi,2006/2007,136
Iniesta,Messi,2007/2008,110
Iniesta,Messi,2008/2009,152
Iniesta,Messi,2009/2010,215
Iniesta,Messi,2010/2011,429
Iniesta,Messi,2011/2012,243
Iniesta,Messi,2012/2013,295
Iniesta,Messi,2013/2014,179
Iniesta,Messi,2014/2015,154
Iniesta,Messi,2015/2016,224
Iniesta,Milito,2007/2008,94
Iniesta,Milito,2009/2010,16
Iniesta,Milito,2010/2011,18
Iniesta,Montoya,2010/2011,1
Iniesta,Montoya,2011/2012,12
Iniesta,Montoya,2012/2013,23
Iniesta,Montoya,2013/2014,35
Iniesta,Montoya,2014/2015,8
Iniesta,Motta,2004/2005,3
Iniesta,Motta,2005/2006,2
Iniesta,Motta,2006/2007,27
Iniesta,Muniesa,2011/2012,1
Iniesta,Munir,2014/2015,16
Iniesta,Munir,2015/2016,15
Iniesta,Neymar,2013/2014,170
Iniesta,Neymar,2014/2015,210
Iniesta,Neymar,2015/2016,347
Iniesta,Oleguer,2004/2005,17
Iniesta,Oleguer,2005/2006,32
Iniesta,Oleguer,2006/2007,32
Iniesta,Oleguer,2007/2008,24
Iniesta,Pedro,2008/2009,7
Iniesta,Pedro,2009/2010,70
Iniesta,Pedro,2010/2011,150
Iniesta,Pedro,2011/2012,113
Iniesta,Pedro,2012/2013,57
Iniesta,Pedro,2013/2014,159
Iniesta,Pedro,2014/2015,54
Iniesta,Pinto,2012/2013,2
Iniesta,Pinto,2013/2014,1
Iniesta,Pique,2008/2009,28
Iniesta,Pique,2009/2010,43
Iniesta,Pique,2010/2011,97
Iniesta,Pique,2011/2012,24
Iniesta,Pique,2012/2013,45
Iniesta,Pique,2013/2014,47
Iniesta,Pique,2014/2015,70
Iniesta,Pique,2015/2016,99
Iniesta,Puyol,2004/2005,9
Iniesta,Puyol,2005/2006,28
Iniesta,Puyol,2006/2007,93
Iniesta,Puyol,2007/2008,50
Iniesta,Puyol,2008/2009,40
Iniesta,Puyol,2009/2010,35
Iniesta,Puyol,2010/2011,49
Iniesta,Puyol,2011/2012,37
Iniesta,Puyol,2012/2013,23
Iniesta,Puyol,2013/2014,9
Iniesta,Rafinha,2014/2015,19
Iniesta,Rafinha,2015/2016,7
Iniesta,Ronaldinho,2004/2005,48
Iniesta,Ronaldinho,2005/2006,61
Iniesta,Ronaldinho,2006/2007,192
Iniesta,Ronaldinho,2007/2008,101
Iniesta,Samuel Eto''o Fils,2004/2005,32
Iniesta,Samuel Eto''o Fils,2005/2006,38
Iniesta,Samuel Eto''o Fils,2006/2007,95
Iniesta,Samuel Eto''o Fils,2007/2008,57
Iniesta,Samuel Eto''o Fils,2008/2009,119
Iniesta,Sandro,2014/2015,8
Iniesta,Sandro,2015/2016,8
Iniesta,Saviola,2006/2007,30
Iniesta,Sergi Roberto,2013/2014,4
Iniesta,Sergi Roberto,2014/2015,1
Iniesta,Sergi Roberto,2015/2016,63
Iniesta,Song,2012/2013,78
Iniesta,Song,2013/2014,64
Iniesta,Suarez,2014/2015,98
Iniesta,Suarez,2015/2016,124
Iniesta,Sylvinho,2004/2005,2
Iniesta,Sylvinho,2005/2006,42
Iniesta,Sylvinho,2006/2007,52
Iniesta,Sylvinho,2007/2008,66
Iniesta,Sylvinho,2008/2009,48
Iniesta,Tello,2011/2012,29
Iniesta,Tello,2012/2013,60
Iniesta,Tello,2013/2014,23
Iniesta,Thiago,2010/2011,39
Iniesta,Thiago,2011/2012,100
Iniesta,Thiago,2012/2013,65
Iniesta,Thuram,2006/2007,85
Iniesta,Thuram,2007/2008,26
Iniesta,Toure,2007/2008,97
Iniesta,Toure,2008/2009,56
Iniesta,Toure,2009/2010,42
Iniesta,Valdes,2004/2005,1
Iniesta,Valdes,2005/2006,1
Iniesta,Valdes,2006/2007,8
Iniesta,Valdes,2007/2008,5
Iniesta,Valdes,2008/2009,3
Iniesta,Valdes,2009/2010,2
Iniesta,Valdes,2010/2011,7
Iniesta,Valdes,2011/2012,2
Iniesta,Valdes,2013/2014,5
Iniesta,Vermaelen,2015/2016,16
Iniesta,Victor Sanchez,2008/2009,2
Iniesta,Vidal,2015/2016,17
Iniesta,Villa,2010/2011,248
Iniesta,Villa,2011/2012,32
Iniesta,Villa,2012/2013,101
Iniesta,Xavi,2004/2005,40
Iniesta,Xavi,2005/2006,11
Iniesta,Xavi,2006/2007,243
Iniesta,Xavi,2007/2008,173
Iniesta,Xavi,2008/2009,185
Iniesta,Xavi,2009/2010,195
Iniesta,Xavi,2010/2011,320
Iniesta,Xavi,2011/2012,176
Iniesta,Xavi,2012/2013,171
Iniesta,Xavi,2013/2014,147
Iniesta,Xavi,2014/2015,66
Iniesta,Zambrotta,2006/2007,82
Iniesta,Zambrotta,2007/2008,55
Iniesta,Zlatan Ibrahimović,2009/2010,123
Iniesta,van Bommel,2005/2006,10
Iniesta,van Bronckhorst,2004/2005,18
Iniesta,van Bronckhorst,2005/2006,9
Iniesta,van Bronckhorst,2006/2007,95
Ivan Rakitić,Adriano,2014/2015,38
Ivan Rakitić,Adriano,2015/2016,16
Ivan Rakitić,Alba,2014/2015,65
Ivan Rakitić,Alba,2015/2016,71
Ivan Rakitić,Arda,2015/2016,26
Ivan Rakitić,Bartra,2014/2015,45
Ivan Rakitić,Bartra,2015/2016,28
Ivan Rakitić,Bravo,2014/2015,9
Ivan Rakitić,Bravo,2015/2016,16
Ivan Rakitić,Busquets,2014/2015,228
Ivan Rakitić,Busquets,2015/2016,203
Ivan Rakitić,Dani Alves,2014/2015,285
Ivan Rakitić,Dani Alves,2015/2016,335
Ivan Rakitić,Douglas,2014/2015,20
Ivan Rakitić,Douglas,2015/2016,1
Ivan Rakitić,Gumbau,2015/2016,3
Ivan Rakitić,Iniesta,2014/2015,32
Ivan Rakitić,Iniesta,2015/2016,78
Ivan Rakitić,Mascherano,2014/2015,92
Ivan Rakitić,Mascherano,2015/2016,129
Ivan Rakitić,Mathieu,2014/2015,60
Ivan Rakitić,Mathieu,2015/2016,32
Ivan Rakitić,Messi,2014/2015,317
Ivan Rakitić,Messi,2015/2016,254
Ivan Rakitić,Montoya,2014/2015,50
Ivan Rakitić,Munir,2014/2015,22
Ivan Rakitić,Munir,2015/2016,39
Ivan Rakitić,Neymar,2014/2015,82
Ivan Rakitić,Neymar,2015/2016,122
Ivan Rakitić,Pedro,2014/2015,80
Ivan Rakitić,Pique,2014/2015,125
Ivan Rakitić,Pique,2015/2016,144
Ivan Rakitić,Rafinha,2014/2015,40
Ivan Rakitić,Rafinha,2015/2016,5
Ivan Rakitić,Sandro,2014/2015,7
Ivan Rakitić,Sandro,2015/2016,11
Ivan Rakitić,Sergi Roberto,2014/2015,20
Ivan Rakitić,Sergi Roberto,2015/2016,118
Ivan Rakitić,Suarez,2014/2015,91
Ivan Rakitić,Suarez,2015/2016,155
Ivan Rakitić,Vermaelen,2015/2016,7
Ivan Rakitić,Vidal,2015/2016,29
Ivan Rakitić,Xavi,2014/2015,61
Ivan Rakitić,ter Stegen,2015/2016,2
Jeffren,Abidal,2009/2010,4
Jeffren,Abidal,2010/2011,1
Jeffren,Afellay,2010/2011,2
Jeffren,Bojan,2009/2010,12
Jeffren,Bojan,2010/2011,1
Jeffren,Busquets,2009/2010,9
Jeffren,Busquets,2010/2011,6
Jeffren,Chygrynskiy,2009/2010,2
Jeffren,Dani Alves,2009/2010,2
Jeffren,Dani Alves,2010/2011,13
Jeffren,Iniesta,2009/2010,11
Jeffren,Iniesta,2010/2011,1
Jeffren,Kéita,2009/2010,8
Jeffren,Kéita,2010/2011,4
Jeffren,Marquez,2009/2010,4
Jeffren,Mascherano,2010/2011,1
Jeffren,Maxwell,2009/2010,10
Jeffren,Maxwell,2010/2011,3
Jeffren,Messi,2009/2010,17
Jeffren,Messi,2010/2011,5
Jeffren,Milito,2009/2010,4
Jeffren,Milito,2010/2011,1
Jeffren,Montoya,2010/2011,1
Jeffren,Pedro,2009/2010,8
Jeffren,Pique,2009/2010,2
Jeffren,Pique,2010/2011,1
Jeffren,Puyol,2009/2010,24
Jeffren,Thiago,2010/2011,6
Jeffren,Toure,2009/2010,13
Jeffren,Valdes,2010/2011,1
Jeffren,Villa,2010/2011,4
Jeffren,Xavi,2009/2010,17
Jeffren,Xavi,2010/2011,5
Jeffren,Zlatan Ibrahimović,2009/2010,15
Jonathan dos Santos,Abidal,2009/2010,1
Jonathan dos Santos,Adriano,2011/2012,11
Jonathan dos Santos,Alba,2013/2014,1
Jonathan dos Santos,Alexis,2011/2012,3
Jonathan dos Santos,Alexis,2012/2013,1
Jonathan dos Santos,Bartra,2012/2013,2
Jonathan dos Santos,Bojan,2009/2010,4
Jonathan dos Santos,Busquets,2011/2012,12
Jonathan dos Santos,Busquets,2012/2013,1
Jonathan dos Santos,Busquets,2013/2014,3
Jonathan dos Santos,Chygrynskiy,2009/2010,1
Jonathan dos Santos,Cuenca,2011/2012,10
Jonathan dos Santos,Dani Alves,2009/2010,1
Jonathan dos Santos,Dani Alves,2010/2011,1
Jonathan dos Santos,Dani Alves,2011/2012,14
Jonathan dos Santos,Dani Alves,2013/2014,5
Jonathan dos Santos,Fabregas,2011/2012,9
Jonathan dos Santos,Fabregas,2012/2013,3
Jonathan dos Santos,Iniesta,2013/2014,1
Jonathan dos Santos,Kéita,2011/2012,7
Jonathan dos Santos,Mascherano,2011/2012,14
Jonathan dos Santos,Messi,2009/2010,1
Jonathan dos Santos,Messi,2010/2011,1
Jonathan dos Santos,Messi,2011/2012,15
Jonathan dos Santos,Messi,2012/2013,1
Jonathan dos Santos,Messi,2013/2014,1
Jonathan dos Santos,Pedro,2011/2012,2
Jonathan dos Santos,Pique,2009/2010,3
Jonathan dos Santos,Pique,2011/2012,3
Jonathan dos Santos,Pique,2013/2014,1
Jonathan dos Santos,Puyol,2009/2010,3
Jonathan dos Santos,Puyol,2011/2012,6
Jonathan dos Santos,Song,2012/2013,4
Jonathan dos Santos,Tello,2011/2012,11
Jonathan dos Santos,Tello,2013/2014,1
Jonathan dos Santos,Thiago,2011/2012,22
Jonathan dos Santos,Valdes,2011/2012,2
Jonathan dos Santos,Xavi,2009/2010,6
Jonathan dos Santos,Xavi,2011/2012,7
Jonathan dos Santos,Zlatan Ibrahimović,2009/2010,2
Kéita,Abidal,2008/2009,83
Kéita,Abidal,2009/2010,86
Kéita,Abidal,2010/2011,88
Kéita,Abidal,2011/2012,47
Kéita,Adriano,2010/2011,30
Kéita,Adriano,2011/2012,75
Kéita,Afellay,2010/2011,34
Kéita,Afellay,2011/2012,11
Kéita,Alexis,2011/2012,32
Kéita,Bartra,2011/2012,1
Kéita,Bojan,2008/2009,14
Kéita,Bojan,2009/2010,53
Kéita,Bojan,2010/2011,31
Kéita,Busquets,2008/2009,31
Kéita,Busquets,2009/2010,67
Kéita,Busquets,2010/2011,75
Kéita,Busquets,2011/2012,58
Kéita,Caceres,2008/2009,16
Kéita,Chygrynskiy,2009/2010,42
Kéita,Cuenca,2011/2012,27
Kéita,Dani Alves,2008/2009,36
Kéita,Dani Alves,2009/2010,34
Kéita,Dani Alves,2010/2011,44
Kéita,Dani Alves,2011/2012,95
Kéita,Deulofeu,2011/2012,1
Kéita,Fabregas,2011/2012,52
Kéita,Fontas,2010/2011,19
Kéita,Fontas,2011/2012,11
Kéita,Gudjohnsen,2008/2009,2
Kéita,Henry,2008/2009,60
Kéita,Henry,2009/2010,63
Kéita,Hleb,2008/2009,8
Kéita,Iniesta,2008/2009,98
Kéita,Iniesta,2009/2010,104
Kéita,Iniesta,2010/2011,109
Kéita,Iniesta,2011/2012,69
Kéita,Jeffren,2009/2010,25
Kéita,Jeffren,2010/2011,4
Kéita,Jonathan dos Santos,2011/2012,3
Kéita,Marquez,2008/2009,22
Kéita,Marquez,2009/2010,5
Kéita,Mascherano,2010/2011,68
Kéita,Mascherano,2011/2012,74
Kéita,Maxwell,2009/2010,148
Kéita,Maxwell,2010/2011,107
Kéita,Maxwell,2011/2012,12
Kéita,Messi,2008/2009,33
Kéita,Messi,2009/2010,87
Kéita,Messi,2010/2011,87
Kéita,Messi,2011/2012,80
Kéita,Milito,2009/2010,38
Kéita,Milito,2010/2011,18
Kéita,Montoya,2011/2012,3
Kéita,Pedro,2008/2009,7
Kéita,Pedro,2009/2010,62
Kéita,Pedro,2010/2011,63
Kéita,Pedro,2011/2012,30
Kéita,Pinto,2011/2012,3
Kéita,Pique,2008/2009,40
Kéita,Pique,2009/2010,41
Kéita,Pique,2010/2011,59
Kéita,Pique,2011/2012,29
Kéita,Puyol,2008/2009,43
Kéita,Puyol,2009/2010,63
Kéita,Puyol,2010/2011,13
Kéita,Puyol,2011/2012,33
Kéita,Samuel Eto''o Fils,2008/2009,65
Kéita,Sylvinho,2008/2009,20
Kéita,Tello,2011/2012,9
Kéita,Thiago,2010/2011,22
Kéita,Thiago,2011/2012,77
Kéita,Toure,2008/2009,25
Kéita,Toure,2009/2010,63
Kéita,Valdes,2008/2009,1
Kéita,Valdes,2009/2010,10
Kéita,Valdes,2010/2011,9
Kéita,Valdes,2011/2012,9
Kéita,Villa,2010/2011,50
Kéita,Villa,2011/2012,17
Kéita,Xavi,2008/2009,90
Kéita,Xavi,2009/2010,146
Kéita,Xavi,2010/2011,79
Kéita,Xavi,2011/2012,123
Kéita,Zlatan Ibrahimović,2009/2010,63
Larsson,Belletti,2004/2005,7
Larsson,Belletti,2005/2006,6
Larsson,Deco,2004/2005,6
Larsson,Deco,2005/2006,13
Larsson,Edmilson,2005/2006,1
Larsson,Ezquerro,2005/2006,3
Larsson,Gabri,2005/2006,1
Larsson,Giuly,2005/2006,12
Larsson,Iniesta,2004/2005,1
Larsson,Iniesta,2005/2006,14
Larsson,Marquez,2004/2005,1
Larsson,Marquez,2005/2006,2
Larsson,Messi,2004/2005,2
Larsson,Messi,2005/2006,5
Larsson,Motta,2005/2006,2
Larsson,Oleguer,2005/2006,3
Larsson,Ronaldinho,2004/2005,4
Larsson,Ronaldinho,2005/2006,20
Larsson,Samuel Eto''o Fils,2004/2005,3
Larsson,Samuel Eto''o Fils,2005/2006,15
Larsson,Sylvinho,2005/2006,8
Larsson,Xavi,2004/2005,2
Larsson,van Bommel,2005/2006,9
Larsson,van Bronckhorst,2005/2006,3
Marquez,Abella,2004/2005,3
Marquez,Abidal,2007/2008,46
Marquez,Abidal,2008/2009,24
Marquez,Abidal,2009/2010,1
Marquez,Belletti,2004/2005,35
Marquez,Belletti,2005/2006,22
Marquez,Belletti,2006/2007,8
Marquez,Bojan,2007/2008,26
Marquez,Bojan,2008/2009,14
Marquez,Bojan,2009/2010,18
Marquez,Busquets,2008/2009,70
Marquez,Busquets,2009/2010,73
Marquez,Caceres,2008/2009,53
Marquez,Chygrynskiy,2009/2010,31
Marquez,Dani Alves,2008/2009,118
Marquez,Dani Alves,2009/2010,47
Marquez,Deco,2004/2005,42
Marquez,Deco,2005/2006,49
Marquez,Deco,2006/2007,75
Marquez,Deco,2007/2008,57
Marquez,Edmilson,2005/2006,79
Marquez,Edmilson,2006/2007,45
Marquez,Edmilson,2007/2008,7
Marquez,Ezquerro,2005/2006,5
Marquez,Ezquerro,2007/2008,2
Marquez,Gabri,2005/2006,15
Marquez,Giovano,2007/2008,11
Marquez,Giuly,2004/2005,13
Marquez,Giuly,2005/2006,25
Marquez,Giuly,2006/2007,22
Marquez,Gudjohnsen,2006/2007,12
Marquez,Gudjohnsen,2007/2008,13
Marquez,Gudjohnsen,2008/2009,18
Marquez,Henry,2007/2008,36
Marquez,Henry,2008/2009,63
Marquez,Henry,2009/2010,19
Marquez,Hleb,2008/2009,7
Marquez,Iniesta,2004/2005,35
Marquez,Iniesta,2005/2006,35
Marquez,Iniesta,2006/2007,83
Marquez,Iniesta,2007/2008,60
Marquez,Iniesta,2008/2009,45
Marquez,Iniesta,2009/2010,35
Marquez,Jeffren,2009/2010,9
Marquez,Kéita,2008/2009,34
Marquez,Kéita,2009/2010,9
Marquez,Larsson,2004/2005,3
Marquez,Larsson,2005/2006,21
Marquez,Maxi Lopez,2004/2005,2
Marquez,Maxwell,2009/2010,16
Marquez,Messi,2005/2006,41
Marquez,Messi,2006/2007,50
Marquez,Messi,2007/2008,47
Marquez,Messi,2008/2009,73
Marquez,Messi,2009/2010,48
Marquez,Milito,2007/2008,120
Marquez,Motta,2005/2006,25
Marquez,Motta,2006/2007,15
Marquez,Navarro,2004/2005,1
Marquez,Oleguer,2004/2005,35
Marquez,Oleguer,2005/2006,85
Marquez,Oleguer,2006/2007,25
Marquez,Oleguer,2007/2008,47
Marquez,Pedro,2008/2009,1
Marquez,Pedro,2009/2010,22
Marquez,Pique,2008/2009,130
Marquez,Pique,2009/2010,42
Marquez,Puyol,2004/2005,23
Marquez,Puyol,2005/2006,145
Marquez,Puyol,2006/2007,136
Marquez,Puyol,2007/2008,49
Marquez,Puyol,2008/2009,129
Marquez,Puyol,2009/2010,58
Marquez,Ronaldinho,2004/2005,34
Marquez,Ronaldinho,2005/2006,71
Marquez,Ronaldinho,2006/2007,60
Marquez,Ronaldinho,2007/2008,26
Marquez,Samuel Eto''o Fils,2004/2005,24
Marquez,Samuel Eto''o Fils,2005/2006,50
Marquez,Samuel Eto''o Fils,2006/2007,19
Marquez,Samuel Eto''o Fils,2007/2008,20
Marquez,Samuel Eto''o Fils,2008/2009,63
Marquez,Saviola,2006/2007,13
Marquez,Sylvinho,2005/2006,43
Marquez,Sylvinho,2006/2007,40
Marquez,Sylvinho,2007/2008,12
Marquez,Sylvinho,2008/2009,17
Marquez,Thuram,2006/2007,66
Marquez,Thuram,2007/2008,10
Marquez,Toure,2007/2008,62
Marquez,Toure,2008/2009,88
Marquez,Toure,2009/2010,41
Marquez,Valdes,2004/2005,4
Marquez,Valdes,2005/2006,29
Marquez,Valdes,2006/2007,26
Marquez,Valdes,2007/2008,25
Marquez,Valdes,2008/2009,62
Marquez,Valdes,2009/2010,50
Marquez,Victor Sanchez,2008/2009,2
Marquez,Xavi,2004/2005,54
Marquez,Xavi,2005/2006,40
Marquez,Xavi,2006/2007,113
Marquez,Xavi,2007/2008,149
Marquez,Xavi,2008/2009,187
Marquez,Xavi,2009/2010,61
Marquez,Zambrotta,2006/2007,67
Marquez,Zambrotta,2007/2008,45
